phase,usage_note,family,pipeline_id,pipeline_hash,candidate_kind,selector_eligible,offline_only,raw_steps,normalized_steps,timeout_profile,allowed_case_scales,case,selection_order,selection_reason,selector_bucket,scale_grade,final_nodes,final_levels,final_total_time_sec,final_peak_rss_mb,raw_nodes,raw_levels,raw_cec_status,raw_status,selected_nodes,selected_levels,selected_status,fallback_used,fallback_reason,metric_regression,metric_regression_reasons,raw_node_delta_vs_final,raw_level_delta_vs_final,opt_runtime_sec,cec_runtime_sec,stats_runtime_sec,total_runtime_sec,peak_rss_mb,runtime_ratio_vs_final,rss_ratio_vs_final,opt_returncode,cec_returncode,output_path,candidate_path,log_dir,cache_key
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_dc2_tail,74c646ab565b,pipeline,true,false,strash; balance; rewrite -z; refactor -z; dc2; balance,strash; balance; rewrite -z; refactor -z; dc2; balance,default,tiny|small|medium|large,tc_public_30,1,largest node gain vs baseline,large|near_aig|not_sop|po_small,large,6613,21,2.162263,31.3046875,6613,21,passed,ok,6613,21,selected_raw,false,,false,,0,0,0.415789,1.541762,0.063041,2.020592,30.836,0.934480,0.985026,0,0,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_30\selected.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_30\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_30\logs,c52976f27983ac0d85b6dc095475331d55e998db21fbce7db0c31f4d326c26c7
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_dc2_tail,74c646ab565b,pipeline,true,false,strash; balance; rewrite -z; refactor -z; dc2; balance,strash; balance; rewrite -z; refactor -z; dc2; balance,default,tiny|small|medium|large,tc_public_14,2,max-level pressure case; large near-two-input AIG with medium output bin,large|near_aig|not_sop|po_medium,large,3703,25,0.586281,19.07421875,3703,25,passed,ok,3703,25,selected_raw,false,,false,,0,0,0.267607,0.157964,0.062662,0.488233,19.051,0.832762,0.998771,0,0,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_14\selected.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_14\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_14\logs,eed677cc323b510484857340dafb7cd25e32e8aa8da0190b46bc042ec3b03bfa
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_dc2_tail,74c646ab565b,pipeline,true,false,strash; balance; rewrite -z; refactor -z; dc2; balance,strash; balance; rewrite -z; refactor -z; dc2; balance,default,tiny|small|medium|large,tc_public_22,3,large near-two-input AIG with small output bin,large|near_aig|not_sop|po_small,large,11067,20,3.665116,30.44140625,11067,20,passed,ok,11067,20,selected_raw,false,,false,,0,0,2.555654,0.949441,0.081456,3.586551,30.012,0.978564,0.985885,0,0,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_22\selected.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_22\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_22\logs,3d036674ab362cad28fb3aa1a35eaa9b1d8a5e3b926f6fe2d187f5d9c4290c30
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_dc2_tail,74c646ab565b,pipeline,true,false,strash; balance; rewrite -z; refactor -z; dc2; balance,strash; balance; rewrite -z; refactor -z; dc2; balance,default,tiny|small|medium|large,tc_public_12,4,medium non-AIG selector rewrite bucket,medium|non_aig|not_sop|po_large,medium,1385,13,0.346738,13.5625,1388,14,passed,ok,1388,14,selected_raw,false,,false,,3,1,0.119009,0.081442,0.061055,0.261506,12.332,0.754190,0.909274,0,0,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_12\selected.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_12\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_12\logs,24a4165e8fd3ec917102a5c710f1393a42157011689b280f89f56bce54299a5e
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_dc2_tail,74c646ab565b,pipeline,true,false,strash; balance; rewrite -z; refactor -z; dc2; balance,strash; balance; rewrite -z; refactor -z; dc2; balance,default,tiny|small|medium|large,tc_public_23,5,medium near-two-input AIG bucket,medium|near_aig|not_sop|po_tiny,medium,1530,16,0.312543,12.61328125,1530,16,passed,ok,1530,16,selected_raw,false,,false,,0,0,0.140584,0.083350,0.061785,0.285719,12.480,0.914175,0.989470,0,0,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_23\selected.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_23\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_23\logs,2ebcede86c0454b6d7ac9f5630722f18a05c9add7c4b1f3d0241d9184458a521
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_dc2_tail,74c646ab565b,pipeline,true,false,strash; balance; rewrite -z; refactor -z; dc2; balance,strash; balance; rewrite -z; refactor -z; dc2; balance,default,tiny|small|medium|large,tc_public_9,6,tiny high-fanin SOP bucket,tiny|non_aig|high_sop|po_medium,tiny,224,5,0.284901,10.55859375,224,5,passed,ok,224,5,selected_raw,false,,false,,0,0,0.083683,0.099998,0.062402,0.246083,10.273,0.863748,0.972993,0,0,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_9\selected.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_9\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_9\logs,9365afbb2c4eaee636a127f5683313653341bcd283f27b6e1f4aadb4adbe181d
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_dc2_tail,74c646ab565b,pipeline,true,false,strash; balance; rewrite -z; refactor -z; dc2; balance,strash; balance; rewrite -z; refactor -z; dc2; balance,default,tiny|small|medium|large,tc_public_7,7,small high-fanin SOP bucket,small|non_aig|high_sop|po_medium,small,252,3,0.270967,10.65234375,252,3,passed,ok,252,3,selected_raw,false,,false,,0,0,0.097395,0.104734,0.060589,0.262718,10.660,0.969559,1.000733,0,0,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_7\selected.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_7\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_7\logs,b6f13ee463931fda9c4cf2e9d8943e9b9f73735050a9bb7e1a224dd86381c495
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_dc2_tail,74c646ab565b,pipeline,true,false,strash; balance; rewrite -z; refactor -z; dc2; balance,strash; balance; rewrite -z; refactor -z; dc2; balance,default,tiny|small|medium|large,tc_public_15,8,small near-two-input AIG bucket,small|near_aig|not_sop|po_medium,small,927,11,0.323562,10.890625,927,11,passed,ok,927,11,selected_raw,false,,false,,0,0,0.096972,0.099270,0.064073,0.260315,10.145,0.804528,0.931492,0,0,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_15\selected.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_15\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_15\logs,f55313a80d77634bc6c514994352a913e487fa99c6535de72dddf35c5ea4764e
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_dc2_tail,74c646ab565b,pipeline,true,false,strash; balance; rewrite -z; refactor -z; dc2; balance,strash; balance; rewrite -z; refactor -z; dc2; balance,default,tiny|small|medium|large,tc_public_28,9,zero-gain guard bucket,small|near_aig|not_sop|po_small,small,520,7,0.260640,10.2890625,520,7,passed,ok,520,7,selected_raw,false,,false,,0,0,0.102978,0.075642,0.063755,0.242375,8.906,0.929921,0.865604,0,0,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_28\selected.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_28\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_28\logs,032c2165c9508b23f5ccab714de6455c03ea27d257ea4599627f0945f0d1fd08
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_dc2_tail,74c646ab565b,pipeline,true,false,strash; balance; rewrite -z; refactor -z; dc2; balance,strash; balance; rewrite -z; refactor -z; dc2; balance,default,tiny|small|medium|large,tc_public_16,10,tiny non-SOP non-AIG guard bucket,tiny|non_aig|not_sop|po_tiny,tiny,45,6,0.251822,9.9296875,45,6,passed,ok,45,6,selected_raw,false,,false,,0,0,0.082583,0.065986,0.060956,0.209525,9.332,0.832038,0.939811,0,0,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_16\selected.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_16\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_dc2_tail\tc_public_16\logs,b51590c11a7d3106481e1920839a70702d00f1cb54acf5e139705dca9aa8e97f
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_rewrite2,c4a9b4dc71cd,pipeline,true,false,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_30,1,largest node gain vs baseline,large|near_aig|not_sop|po_small,large,6613,21,2.162263,31.3046875,7105,21,passed,metric_regression,6613,21,fallback_current_final,true,metric_regression: nodes_worse:492,true,nodes_worse:492,492,0,0.343878,1.494580,0.059802,1.898260,32.121,0.877904,1.026079,0,0,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_30\selected.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_30\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_30\logs,edcaf0c8f78663a61c1e9d67062da6056ee6f1cf10af5988eec2d07adcc7c711
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_rewrite2,c4a9b4dc71cd,pipeline,true,false,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_14,2,max-level pressure case; large near-two-input AIG with medium output bin,large|near_aig|not_sop|po_medium,large,3703,25,0.586281,19.07421875,4189,24,passed,metric_regression,3703,25,fallback_current_final,true,metric_regression: nodes_worse:486,true,nodes_worse:486,486,-1,0.205013,0.169738,0.060546,0.435297,19.242,0.742471,1.008806,0,0,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_14\selected.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_14\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_14\logs,8f6856f6a2be93a6e9e2f9adb0fa9e39402fdae83f5ab0fac80ebb268c826ef1
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_rewrite2,c4a9b4dc71cd,pipeline,true,false,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_22,3,large near-two-input AIG with small output bin,large|near_aig|not_sop|po_small,large,11067,20,3.665116,30.44140625,11196,20,passed,ok,11196,20,selected_raw,false,,false,,129,0,0.563226,0.723909,0.084500,1.371635,28.605,0.374241,0.939689,0,0,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_22\selected.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_22\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_22\logs,b59244651832cdb1e9eafb6b762f8bee2ee0a39f758bad1134992ac524b55d28
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_rewrite2,c4a9b4dc71cd,pipeline,true,false,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_12,4,medium non-AIG selector rewrite bucket,medium|non_aig|not_sop|po_large,medium,1385,13,0.346738,13.5625,1385,13,passed,ok,1385,13,selected_raw,false,,false,,0,0,0.120976,0.100353,0.060942,0.282271,13.250,0.814077,0.976959,0,0,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_12\selected.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_12\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_12\logs,e2aeb45b63f731a707c891e5504c681197fb2e1febc6f38d168bddf3ff7cd555
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_rewrite2,c4a9b4dc71cd,pipeline,true,false,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_23,5,medium near-two-input AIG bucket,medium|near_aig|not_sop|po_tiny,medium,1530,16,0.312543,12.61328125,1530,16,passed,ok,1530,16,selected_raw,false,,false,,0,0,0.117072,0.080791,0.059558,0.257421,12.633,0.823634,1.001548,0,0,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_23\selected.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_23\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_23\logs,f01438a8696a288e26b5a393d05177396d2a5665765ac8e4823bf79d83af4b03
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_rewrite2,c4a9b4dc71cd,pipeline,true,false,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_9,6,tiny high-fanin SOP bucket,tiny|non_aig|high_sop|po_medium,tiny,224,5,0.284901,10.55859375,224,5,passed,ok,224,5,selected_raw,false,,false,,0,0,0.080071,0.081997,0.062683,0.224751,10.551,0.788873,0.999260,0,0,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_9\selected.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_9\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_9\logs,4edccfa6ab403e62bbc0eff31d789b3a590be9c6793ece871fa372e45d61b356
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_rewrite2,c4a9b4dc71cd,pipeline,true,false,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_7,7,small high-fanin SOP bucket,small|non_aig|high_sop|po_medium,small,252,3,0.270967,10.65234375,252,3,passed,ok,252,3,selected_raw,false,,false,,0,0,0.085866,0.080884,0.059357,0.226107,10.621,0.834446,0.997066,0,0,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_7\selected.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_7\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_7\logs,49e6da1b69bc78dfba5da8d9329393eb83a6db421afbad18f8fa80c6ca3e8f14
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_rewrite2,c4a9b4dc71cd,pipeline,true,false,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_15,8,small near-two-input AIG bucket,small|near_aig|not_sop|po_medium,small,927,11,0.323562,10.890625,927,10,passed,ok,927,10,selected_raw,false,,false,,0,-1,0.097849,0.081667,0.061424,0.240940,10.797,0.744648,0.991392,0,0,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_15\selected.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_15\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_15\logs,cc6975011dfd5e00f37ec1ff109371a726b475fb95808d12f96c88a6fb3d3947
smoke,SMOKE_ONLY_FILTER_NOT_FINAL_CONCLUSION,aig_resyn_family,aig_resyn_rewrite2,c4a9b4dc71cd,pipeline,true,false,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,strash; balance; rewrite -z; refactor -z; balance; rewrite -z; refactor -z; balance,default,tiny|small|medium|large,tc_public_28,9,zero-gain guard bucket,small|near_aig|not_sop|po_small,small,520,7,0.260640,10.2890625,520,7,passed,ok,520,7,selected_raw,false,,false,,0,0,0.113099,0.090907,0.068175,0.272181,10.684,1.044277,1.038345,0,0,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_28\selected.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_28\raw.candidate.blif,results\pipeline_search2\smoke\aig_resyn_rewrite2\tc_public_28\logs,fa74c71a7a43c800b7980690aae5c0043a34238ef0529b10f31429606f75c0a0
